Date,Day,5p,6p,7p,8p,9p,10p
2018-07-01,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC (2 hours),,Dateline Extra,
2018-07-02,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-03,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-04,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-05,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-06,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-07,Saturday,MSNBC Live,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell,The 11th Hour With Brian Williams,Deadline: White House
2018-07-08,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC (2 hours),,,
2018-07-09,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-10,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-11,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-12,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-13,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,Richard Engel on Assignment,The Last Word With Lawrence O'Donnell
2018-07-14,Saturday,MSNBC Live,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell,The 11th Hour With Brian Williams,Deadline: White House
2018-07-15,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC (2 hours),,,Richard Engel on Assignment
2018-07-16,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-17,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-18,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-19,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-20,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-21,Saturday,MSNBC Live,All In With Chris Hayes,The Beat With Ari Melber,The Last Word With Lawrence O'Donnell,The 11th Hour With Brian Williams,Deadline: White House
2018-07-22,Sunday,MSNBC Live With Ayman Mohyeldin,PoliticsNation With Al Sharpton,Kasie DC (2 hours),,The Rachel Maddow Show,
2018-07-23,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-24,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-25,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-26,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-27,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-28,Saturday,MSNBC Live,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell,The 11th Hour With Brian Williams,Deadline: White House
2018-07-29,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC (2 hours),,,
2018-07-30,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-07-31,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-01,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-02,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-03,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-04,Saturday,MSNBC Live,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell,The 11th Hour With Brian Williams,Deadline: White House
2018-08-05,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC (2 hours),,,Dateline Extra (2 hours)
2018-08-06,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-07,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-08,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-09,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-10,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-11,Saturday,MSNBC Live,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell,The 11th Hour With Brian Williams,Deadline: White House
2018-08-12,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC (2 hours),,,
2018-08-13,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-14,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-15,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-16,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-17,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-18,Saturday,MSNBC Live,Deadline: White House,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell,The 11th Hour With Brian Williams,Deadline: White House
2018-08-19,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC (2 hours),,,
2018-08-20,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-21,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-22,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-23,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-24,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-25,Saturday,MSNBC Live,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell,The 11th Hour With Brian Williams,Deadline: White House
2018-08-26,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC (2 hours),,,
2018-08-27,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-28,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-29,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-30,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-08-31,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-01,Saturday,MSNBC Live,Deadline: White House,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell,The 11th Hour With Brian Williams,All In With Chris Hayes
2018-09-02,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC,,,
2018-09-03,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-04,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-05,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-06,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-07,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-08,Saturday,MSNBC Live,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell,The 11th Hour With Brian Williams,Deadline: White House
2018-09-09,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC (2 hours),,,All the President's Men Revisited (2 hours)
2018-09-10,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-11,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-12,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-13,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-14,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-15,Saturday,MSNBC Live,Deadline: White House,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-16,Sunday,MSNBC Live,Meet the Press,Kasie DC,Dateline Extra,,
2018-09-17,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-18,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-19,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-20,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-21,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-22,Saturday,MSNBC Live,Deadline: White House,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-23,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC (2 hours),,,
2018-09-24,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-25,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-26,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-27,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-28,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-09-29,Saturday,,,,,,The Last Word With Lawrence O'Donnell
2018-09-30,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC (2 hours),,,
2018-10-01,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-02,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-03,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-04,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-05,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-06,Saturday,MSNBC Live,MSNBC Joy Reid,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,
2018-10-07,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC (2 hours),,,
2018-10-08,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-09,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-10,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-11,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-12,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-13,Saturday,MSNBC Live,Deadline: White House,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-14,Sunday,MSNBC Live With Ayman Mohyeldin,Meet the Press,Kasie DC (2 hours),,,
2018-10-15,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-16,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-17,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-18,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-19,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-20,Saturday,PoliticsNation With Al Sharpton,Deadline: White House,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-21,Sunday,PoliticsNation With Al Sharpton,Meet the Press,Kasie DC (2 hours),,,
2018-10-22,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-23,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-24,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-25,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-26,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-27,Saturday,PoliticsNation With Al Sharpton,Deadline: White House,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-28,Sunday,PoliticsNation With Al Sharpton,Meet the Press,Kasie DC (2 hours),,,
2018-10-29,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-30,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-10-31,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-01,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-02,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-03,Saturday,PoliticsNation With Al Sharpton,,,,,
2018-11-04,Sunday,PoliticsNation With Al Sharpton,Meet the Press,Kasie DC (2 hours),,,Meet the Press
2018-11-05,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-06,Tuesday,MTP Daily,,,,,
2018-11-07,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-08,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-09,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-10,Saturday,PoliticsNation With Al Sharpton,Deadline: White House,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-11,Sunday,PoliticsNation With Al Sharpton,Meet the Press,Kasie DC (2 hours),,,
2018-11-12,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-13,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-14,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-15,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-16,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-17,Saturday,PoliticsNation With Al Sharpton,Deadline: White House,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-18,Sunday,PoliticsNation With Al Sharpton,Meet the Press,Kasie DC (2 hours),,,
2018-11-19,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-20,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-21,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-22,Thursday,,,,,,
2018-11-23,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,,The Last Word With Lawrence O'Donnell
2018-11-24,Saturday,PoliticsNation With Al Sharpton,Deadline: White House,Hardball With Chris Matthews,All In With Chris Hayes,,The Last Word With Lawrence O'Donnell
2018-11-25,Sunday,PoliticsNation With Al Sharpton,Meet the Press,Kasie DC (2 hours),,,
2018-11-26,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-27,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-28,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-29,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-11-30,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-01,Saturday,PoliticsNation With Al Sharpton,Deadline: White House,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-02,Sunday,PoliticsNation With Al Sharpton,Meet the Press,Kasie DC (2 hours),,,
2018-12-03,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-04,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-05,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-06,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-07,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-08,Saturday,PoliticsNation With Al Sharpton,Deadline: White House,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-09,Sunday,PoliticsNation With Al Sharpton,Meet the Press,Kasie DC (2 hours),,,
2018-12-10,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-11,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-12,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-13,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-14,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-15,Saturday,PoliticsNation With Al Sharpton,Deadline: White House,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-16,Sunday,PoliticsNation With Al Sharpton,Meet the Press,Kasie DC (2 hours),,,
2018-12-17,Monday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-18,Tuesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-19,Wednesday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-20,Thursday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-21,Friday,MTP Daily,The Beat With Ari Melber,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-22,Saturday,PoliticsNation With Al Sharpton,Deadline: White House,Hardball With Chris Matthews,All In With Chris Hayes,The Rachel Maddow Show,The Last Word With Lawrence O'Donnell
2018-12-23,Sunday,PoliticsNation With Al Sharpton,Meet the Press,All the President's Men Revisited (2 hours),,Dateline Extra (2 hours),
