Date,Day,5p,6p,7p,8p,9p,10p
2016-06-10,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,
2016-06-11,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,Why They Hate Us,,
2016-06-12,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2016-06-13,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,CNN Tonight With Don Lemon
2016-06-14,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-06-15,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-06-16,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-06-17,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,CNN Tonight With Don Lemon
2016-06-18,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,Why They Hate Us,,
2016-06-19,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,Declassified
2016-06-20,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Why They Hate Us,CNN Tonight With Don Lemon
2016-06-21,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2016-06-22,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Town Hall: The Libertarians,CNN Tonight With Don Lemon
2016-06-23,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-06-24,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,
2016-06-25,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,Why They Hate Us,Declassified
2016-06-26,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,Declassified
2016-06-27,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-06-28,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2016-06-29,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-06-30,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,The Eighties,CNN Tonight With Don Lemon
2016-07-01,Friday,Situation Room With Wolf Blitzer (2 hours),,,,,
2016-07-02,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,The Eighties (2 hours),,The Eighties,The Eighties
2016-07-03,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,Declassified
2016-07-04,Monday,Situation Room With Wolf Blitzer (2 hours),,,,,
2016-07-05,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2016-07-06,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Why They Hate Us,CNN Tonight With Don Lemon
2016-07-07,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Declassified,CNN Tonight With Don Lemon
2016-07-08,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,
2016-07-09,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2016-07-10,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,Declassified
2016-07-11,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-07-12,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Town Hall: Paul Ryan,CNN Tonight With Don Lemon
2016-07-13,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Town Hall: Being Black in the Wrong Place
2016-07-14,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-07-15,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,
2016-07-16,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,Race for the White House,Race for the White House,Race for the White House
2016-07-17,Sunday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360 (2 hours),,CNN Tonight With Don Lemon
2016-07-18,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,America's Choice 2016: Republican National Convention (4 hours),
2016-07-19,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,America's Choice 2016: Republican National Convention (4 hours),
2016-07-20,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,America's Choice 2016: Republican National Convention (4 hours),
2016-07-21,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,America's Choice 2016: Republican National Convention (4 hours),
2016-07-22,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-07-23,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,Race for the White House,The Sixties (2 hours),
2016-07-24,Sunday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-07-25,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,America's Choice 2016: Democratic National Convention (4 hours),
2016-07-26,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,America's Choice 2016: Democratic National Convention (4 hours),
2016-07-27,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,America's Choice 2016: Democratic National Convention (4 hours),
2016-07-28,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,America's Choice 2016: Democratic National Convention (4 hours),
2016-07-29,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-07-30,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,The Seventies,The Seventies,The Seventies
2016-07-31,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,Declassified,Declassified,Declassified
2016-08-01,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-02,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-03,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Town Hall: Libertarian Party,CNN Tonight With Don Lemon
2016-08-04,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-05,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,
2016-08-06,Saturday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,
2016-08-07,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Special Report,,Declassified
2016-08-08,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,The Eighties,CNN Tonight With Don Lemon
2016-08-09,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-10,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-11,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-12,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,
2016-08-13,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,Declassified,Declassified,Declassified
2016-08-14,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,Declassified
2016-08-15,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-16,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-17,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Town Hall: Green Party,CNN Tonight With Don Lemon
2016-08-18,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-19,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,The Eighties (2 hours),
2016-08-20,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2016-08-21,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,Declassified
2016-08-22,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-23,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-24,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-25,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-26,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,
2016-08-27,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2016-08-28,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,Declassified
2016-08-29,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-30,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-08-31,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report: Almost President: Agony of Defeat,CNN Tonight With Don Lemon
2016-09-01,Thursday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,,
2016-09-02,Friday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,The Seventies,The Seventies
2016-09-03,Saturday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,
2016-09-04,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,Declassified
2016-09-05,Monday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,,,CNN Films: All Business: The Essential Donald Trump (2 hours)
2016-09-06,Tuesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-07,Wednesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-08,Thursday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-09,Friday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-10,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,All Business: The Essential Donald Trump (2 hours),,Unfinished Business: The Essential Hillary Clinton (2 hours)
2016-09-11,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Films Presents: 9/11: 15 Years Later (2 hours),,"We Got Him: Obama, Bin Laden, & the War On Terror"
2016-09-12,Monday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-13,Tuesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-14,Wednesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report: Almost President: Agony of Defeat,CNN Tonight With Don Lemon
2016-09-15,Thursday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-16,Friday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Unfinished Business: The Essential Hillary Clinton (2 hours),
2016-09-17,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,Unfinished Business: The Essential Hillary Clinton (2 hours),,All Business: The Essential Donald Trump (2 hours)
2016-09-18,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,
2016-09-19,Monday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-20,Tuesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-21,Wednesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-22,Thursday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-23,Friday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-24,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2016-09-25,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,Erin Burnett OutFront,Anderson Cooper 360,,
2016-09-26,Monday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Debate Night in America,Debate Night in America,First Presidential Debate (1 hours),
2016-09-27,Tuesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-28,Wednesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,CNN Presidential Town Hall: America's Military and the Commander in Chief,CNN Tonight With Don Lemon
2016-09-29,Thursday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-09-30,Friday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-01,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,CNN Special Report: Almost President: Agony of Defeat,,
2016-10-02,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,
2016-10-03,Monday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-04,Tuesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Debate Night in America,Debate Night in America,Vice Presidential Debate (1 hours),
2016-10-05,Wednesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-06,Thursday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-07,Friday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-08,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,Unfinished Business: The Essential Hillary Clinton (2 hours),,All Business: The Essential Donald Trump (2 hours)
2016-10-09,Sunday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Debate Night in America,Debate Night in America,Second Presidential Debate (1 hours),
2016-10-10,Monday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-11,Tuesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-12,Wednesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2016-10-13,Thursday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-14,Friday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-15,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,All Business: The Essential Donald Trump (2 hours),,Unfinished Business: The Essential Hillary Clinton (2 hours)
2016-10-16,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,
2016-10-17,Monday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-18,Tuesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-19,Wednesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Debate Night in America,Debate Night in America,Third Presidential Debate (1 hours),
2016-10-20,Thursday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-21,Friday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-22,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,Unfinished Business: The Essential Hillary Clinton (2 hours),,All Business: The Essential Donald Trump (2 hours)
2016-10-23,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,
2016-10-24,Monday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-25,Tuesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-26,Wednesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-27,Thursday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-28,Friday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-10-29,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,All Business: The Essential Donald Trump (2 hours),,Unfinished Business: The Essential Hillary Clinton (2 hours)
2016-10-30,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,
2016-10-31,Monday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-01,Tuesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-02,Wednesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-03,Thursday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-04,Friday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-05,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,Erin Burnett OutFront,Erin Burnett OutFront,Erin Burnett OutFront,Unfinished Business: The Essential Hillary Clinton (2 hours)
2016-11-06,Sunday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-07,Monday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-08,Tuesday,Situation Room With Wolf Blitzer,Election Night in America,Election Night in America,Election Night in America,Election Night in America,Election Night in America
2016-11-09,Wednesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-10,Thursday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-11,Friday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-12,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,
2016-11-13,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,
2016-11-14,Monday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-15,Tuesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-16,Wednesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-17,Thursday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-18,Friday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-19,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2016-11-20,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,
2016-11-21,Monday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-22,Tuesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-11-23,Wednesday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,The Sixties
2016-11-24,Thursday,,,,,,
2016-11-25,Friday,Situation Room With Wolf Blitzer,Situation Room With Wolf Blitzer,The Seventies,The Seventies,The Seventies,The Seventies
2016-11-26,Saturday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,The Eighties (2 hours),,The Eighties,The Eighties
