Date,Day,5p,6p,7p,8p,9p,10p
2015-06-16,Tuesday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,
2015-06-17,Wednesday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,,
2015-06-18,Thursday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,The Seventies,The Seventies
2015-06-19,Friday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,,
2015-06-20,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,The Seventies,,,
2015-06-21,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,The Seventies
2015-06-22,Monday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360 (2 hours),,
2015-06-23,Tuesday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,
2015-06-24,Wednesday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,,
2015-06-25,Thursday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,The Seventies,The Seventies
2015-06-26,Friday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,,
2015-06-27,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Special Report,The Seventies,,
2015-06-28,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-06-29,Monday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,
2015-06-30,Tuesday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,
2015-07-01,Wednesday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,,
2015-07-02,Thursday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,The Seventies,The Seventies
2015-07-03,Friday,The Situation Room,The Situation Room,Erin Burnett OutFront,,,
2015-07-04,Saturday,CNN Newsroom With Poppy Harlow,CNN Special Report,,,,
2015-07-05,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-07-06,Monday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,
2015-07-07,Tuesday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,
2015-07-08,Wednesday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,
2015-07-09,Thursday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,The Seventies,The Seventies
2015-07-10,Friday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,The Seventies,
2015-07-11,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Special Report,The Seventies,,
2015-07-12,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Special Report,,,
2015-07-13,Monday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,,
2015-07-14,Tuesday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,
2015-07-15,Wednesday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,,
2015-07-16,Thursday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,The Seventies,The Seventies
2015-07-17,Friday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,,
2015-07-18,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,The Seventies,The Seventies,CNN Special Report,CNN Special Report
2015-07-19,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Special Report,,,
2015-07-20,Monday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,
2015-07-21,Tuesday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,
2015-07-22,Wednesday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,,
2015-07-23,Thursday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,The Seventies,The Seventies
2015-07-24,Friday,The Situation Room,The Situation Room,Erin Burnett OutFront,Anderson Cooper 360,,
2015-07-25,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,The Seventies,The Seventies,,
2015-07-26,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-07-27,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-07-28,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2015-07-29,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-07-30,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,The Seventies,The Seventies
2015-07-31,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,
2015-08-01,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,The Seventies,The Seventies,CNN Special Report,CNN Special Report
2015-08-02,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-08-03,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-08-04,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-08-05,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-08-06,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,The Seventies,The Seventies
2015-08-07,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,
2015-08-08,Saturday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,The Seventies,The Seventies,The Seventies,The Seventies
2015-08-09,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-08-10,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,The Seventies,CNN Tonight With Don Lemon
2015-08-11,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,The Seventies,CNN Tonight With Don Lemon
2015-08-12,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,The Seventies,CNN Tonight With Don Lemon
2015-08-13,Thursday,Situation Room With Wolf Blitzer (2 hours),,,,The Seventies,CNN Tonight With Don Lemon
2015-08-14,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,
2015-08-15,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,The Seventies,The Seventies,,
2015-08-16,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-08-17,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-08-18,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2015-08-19,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anthony Bourdain Parts Unknown,CNN Tonight With Don Lemon
2015-08-20,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,
2015-08-21,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,
2015-08-22,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2015-08-23,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Special Report,,,
2015-08-24,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-08-25,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2015-08-26,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-08-27,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2015-08-28,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,
2015-08-29,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Special Report,The Seventies,CNN Presents (2 hours),
2015-08-30,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-08-31,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-09-01,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-09-02,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2015-09-03,Thursday,,,,Anderson Cooper 360,,
2015-09-04,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,
2015-09-05,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Special Report,,,
2015-09-06,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,The Seventies,The Seventies,The Seventies,The Seventies
2015-09-07,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,,,
2015-09-08,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-09-09,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-09-10,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,
2015-09-11,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,
2015-09-12,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Special Report,,,
2015-09-13,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-09-14,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-09-15,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-09-16,Wednesday,Situation Room With Wolf Blitzer,CNN Republican Debate (1 hours),,CNN Republican Debate (3 hours),,
2015-09-17,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-09-18,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,CNN Republican Debate (3 hours)
2015-09-19,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2015-09-20,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Republican Debate (3 hours),,
2015-09-21,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-09-22,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report: The People's Pope,CNN Tonight With Don Lemon
2015-09-23,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-09-24,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-09-25,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-09-26,Saturday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Special Report: The People's Pope,,
2015-09-27,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,
2015-09-28,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-09-29,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Erin Burnett OutFront,CNN Tonight With Don Lemon
2015-09-30,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-10-01,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-10-02,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,
2015-10-03,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2015-10-04,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-10-05,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2015-10-06,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2015-10-07,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-10-08,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-10-09,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,
2015-10-10,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,CNN Special Report,CNN Special Report
2015-10-11,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-10-12,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-10-13,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,
2015-10-14,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-10-15,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-10-16,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,CNN Democratic Debate (2 hours)
2015-10-17,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,The Seventies,The Seventies,The Seventies
2015-10-18,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-10-19,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-10-20,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2015-10-21,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-10-22,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-10-23,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,
2015-10-24,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Special Report,,,
2015-10-25,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-10-26,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-10-27,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2015-10-28,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,Anderson Cooper 360: Post Debate Special
2015-10-29,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-10-30,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,
2015-10-31,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,CNN Special Report,CNN Special Report
2015-11-01,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-11-02,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-11-03,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-11-04,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-11-05,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-11-06,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,
2015-11-07,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2015-11-08,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-11-09,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-11-10,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2015-11-11,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-11-12,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2015-11-13,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,CNN Special Report
2015-11-14,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,CNN Newsroom-Paris Terror Attacks,CNN Newsroom-Paris Terror Attacks,CNN Newsroom-Paris Terror Attacks
2015-11-15,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,CNN Newsroom-Paris Terror Attacks
2015-11-16,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-11-17,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-11-18,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon (2 hours)
2015-11-19,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-11-20,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-11-21,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2015-11-22,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,
2015-11-23,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-11-24,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-11-25,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,
2015-11-26,Thursday,,,,,,
2015-11-27,Friday,Situation Room With Wolf Blitzer (2 hours),,The Sixties,The Sixties,The Sixties,The Sixties
2015-11-28,Saturday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,The Seventies,The Seventies,The Seventies,The Seventies
2015-11-29,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-11-30,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-12-01,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Special Report,CNN Tonight With Don Lemon
2015-12-02,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-12-03,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-12-04,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-12-05,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2015-12-06,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Special Report,CNN Special Program,CNN Special Program,CNN Special Program
2015-12-07,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-12-08,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-12-09,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-12-10,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-12-11,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,
2015-12-12,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2015-12-13,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,,
2015-12-14,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-12-15,Tuesday,Situation Room With Wolf Blitzer,CNN Republican Presidental Debate (2 hours),,Anderson Cooper 360,,
2015-12-16,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2015-12-17,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-12-18,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,CNN Republican Presidential Debate (2 hours)
2015-12-19,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2015-12-20,Sunday,CNN Newsroom With Poppy Harlow,,,,,
2015-12-21,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-12-22,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-12-23,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-12-24,Thursday,,,,,,
2015-12-25,Friday,,,,,,
2015-12-26,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,The Sixties,The Sixties,The Sixties,The Sixties
2015-12-27,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,The Seventies,The Seventies,The Seventies,The Seventies
2015-12-28,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-12-29,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-12-30,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,,CNN Tonight With Don Lemon
2015-12-31,Thursday,Situation Room With Wolf Blitzer (2 hours),,,,,
2016-01-01,Friday,,,,,,
2016-01-02,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2016-01-03,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,
2016-01-04,Monday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-01-05,Tuesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-01-06,Wednesday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,Anderson Cooper 360,CNN Tonight With Don Lemon
2016-01-07,Thursday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,,,CNN Tonight With Don Lemon
2016-01-08,Friday,Situation Room With Wolf Blitzer (2 hours),,Erin Burnett OutFront,Anderson Cooper 360,CNN Tonight With Don Lemon,
2016-01-09,Saturday,CNN Newsroom With Poppy Harlow,Smerconish,CNN Newsroom With Poppy Harlow,,,
2016-01-10,Sunday,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,CNN Newsroom With Poppy Harlow,,,
