Date,Day,5p,6p,7p,8p,9p,10p
2016-02-22,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-23,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-24,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-25,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-26,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-02-27,Saturday,America's News HQ,America's News HQ,America's Election HQ,America's Election HQ,Justice With Judge Jeanine,The Kelly File (2 hours)
2016-02-28,Sunday,The Five,Fox News Sunday With Chris Wallace,Fox Report Sunday,The Kelly File (2 hours),,The Greg Gutfeld Show
2016-02-29,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-01,Tuesday,The Five,America's Election HQ (7 hours),,,,
2016-03-02,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-03,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,Republican Presidential Candidates Debate (2 hours),
2016-03-04,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-05,Saturday,,America's News HQ,Fox Report Saturday,America's Election HQ (2 hours),,Justice With Judge Jeanine (2 hours)
2016-03-06,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,Republican Presidential Candidates Debate (2 hours),,America's Election HQ
2016-03-07,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-08,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-09,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-10,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-11,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-12,Saturday,Kennedy,America's News HQ,Fox Report Saturday,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-03-13,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,The O'Reilly Factor,On the Record With Greta Van Susteren,The Greg Gutfeld Show
2016-03-14,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-15,Tuesday,The Five,Special Report With Bret Baier,America's Election HQ (4 hours),,,
2016-03-16,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-17,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-18,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-19,Saturday,Kennedy,America's News HQ,Fox Report Saturday,Watters World,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-03-20,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,Watters World,Hannity,The Greg Gutfeld Show
2016-03-21,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-22,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-23,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-24,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-25,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-26,Saturday,Kennedy,America's News HQ,Fox Report Saturday,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-03-27,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,The O'Reilly Factor,On the Record With Greta Van Susteren,The Greg Gutfeld Show
2016-03-28,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-29,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-30,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-03-31,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-01,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-02,Saturday,Kennedy,America's News HQ,Fox Report Saturday,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-04-03,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,The O'Reilly Factor,On the Record With Greta Van Susteren,The Greg Gutfeld Show
2016-04-04,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-05,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-06,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-07,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-08,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-09,Saturday,The Five,America's Election HQ,Fox Report Saturday,Fox News Reporting - Donald Trump – The Disrupter,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-04-10,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,Fox News Reporting,Fox News Sunday With Chris Wallace,Fox News Reporting
2016-04-11,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-12,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-13,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-14,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-15,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-16,Saturday,Kennedy,America's News HQ,Fox Report Saturday,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-04-17,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,Hannity,Hannity,Hannity
2016-04-18,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-19,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-20,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-21,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-22,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-23,Saturday,The Five,America's Election HQ,Fox Report Saturday,Watters World,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-04-24,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,America's Townhall (2 hours),,Watters World
2016-04-25,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-26,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-27,Wednesday,The Five,America's Election HQ (4 hours),,,,Hannity (2 hours)
2016-04-28,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-29,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-04-30,Saturday,Otr Townhall: Trump,America's Election HQ,Fox Report Saturday,Justice With Judge Jeanine (2 hours),,The Greg Gutfeld Show
2016-05-01,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,,
2016-05-02,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-03,Tuesday,The Five,America's Election HQ (2 hours),,The O'Reilly Factor,The Kelly File,Hannity (2 hours)
2016-05-04,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-05,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-06,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-07,Saturday,Kennedy,America's News HQ,Fox Report Saturday,Fox News Reporting,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-05-08,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,Fox News Reporting,
2016-05-09,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-10,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-11,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-12,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-13,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-14,Saturday,Hannity,America's Election HQ,Fox Report Saturday,Watters World,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-05-15,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,Watters World,Hannity
2016-05-16,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-17,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,America's Election HQ,Hannity
2016-05-18,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-19,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-20,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-21,Saturday,The O'Reilly Factor,America's Election HQ,Fox Report Saturday,Fox News Reporting,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-05-22,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,Fox News Reporting,The Greg Gutfeld Show
2016-05-23,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-24,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-25,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-26,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-05-27,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,Megyn Kelly Presents,Hannity
2016-05-28,Saturday,On the Record With Greta Van Susteren,America's Election HQ,Fox Report Saturday,The O'Reilly Factor,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-05-29,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,The O'Reilly Factor,The Greg Gutfeld Show
2016-05-30,Monday,,Special Report With Bret Baier,On the Record With Greta Van Susteren,Watters World,The Kelly File,Hannity
2016-05-31,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-01,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-02,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-03,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-04,Saturday,America's Election HQ (2 hours),,Fox Report Saturday,,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-06-05,Sunday,,Fox News Sunday With Chris Wallace,Fox Report Sunday,,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-06-06,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-07,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-08,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-09,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-10,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-11,Saturday,Kennedy,America's News HQ,Fox Report Saturday,Watters World,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-06-12,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,On the Record With Greta Van Susteren,The Greg Gutfeld Show
2016-06-13,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-14,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-15,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-16,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-17,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-18,Saturday,Kennedy,America's News HQ,Fox Report Saturday,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-06-19,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,The O'Reilly Factor,Hannity
2016-06-20,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-21,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-22,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-23,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-24,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-25,Saturday,The O'Reilly Factor,America's Election HQ,Fox Report Saturday,Fox News Reporting,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-06-26,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,Fox News Reporting,Hannity
2016-06-27,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-28,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-29,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-06-30,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-07-01,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,,The Kelly File,Hannity
2016-07-02,Saturday,,,Fox Report Saturday,,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-07-03,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,Watters World,Hannity
2016-07-04,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,Watters World,The Kelly File,Hannity
2016-07-05,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-07-06,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-07-07,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-07-08,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-07-09,Saturday,The O'Reilly Factor,America's Election HQ,Fox Report Saturday,,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-07-10,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,Justice With Judge Jeanine,Hannity
2016-07-11,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-07-12,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-07-13,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-07-14,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-07-15,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-07-16,Saturday,America's Newsroom With Bill Hemmer and Martha MacCallum (2 hours),,Fox Report Saturday,Fox News Reporting,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-07-17,Sunday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,,Hannity (2 hours),
2016-07-18,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,America's Election HQ
2016-07-19,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,America's Election HQ
2016-07-20,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,America's Election HQ
2016-07-21,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,America's Election HQ
2016-07-22,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-07-23,Saturday,,,Fox Report Saturday,Fox News Reporting,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-07-24,Sunday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,,Special Report With Bret Baier,Fox News Reporting
2016-07-25,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,America's Election HQ
2016-07-26,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,America's Election HQ
2016-07-27,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,America's Election HQ
2016-07-28,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,America's Election HQ
2016-07-29,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-07-30,Saturday,Kennedy,America's News HQ,Fox Report Saturday,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-07-31,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,On the Record With Greta Van Susteren,The Greg Gutfeld Show
2016-08-01,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-02,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-03,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-04,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-05,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-06,Saturday,America's Election HQ (2 hours),,Fox Report Saturday,Watters World,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-08-07,Sunday,MediaBuzz,Fox News Sunday With Chris Wallace,Fox Report Sunday,,Justice With Judge Jeanine,Fox News Reporting
2016-08-08,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-09,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-10,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-11,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-12,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-13,Saturday,Kennedy,America's News HQ,Fox Report Saturday,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-08-14,Sunday,MediaBuzz,America's Election HQ,Fox Report Sunday,,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2016-08-15,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-16,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-17,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-18,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-19,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-20,Saturday,America's Election HQ,,Fox Report Saturday,Watters World,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-08-21,Sunday,MediaBuzz,America's Election HQ,Fox Report Sunday,Watters World,Justice With Judge Jeanine,Hannity
2016-08-22,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-23,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-24,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-25,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-26,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-27,Saturday,America's Election HQ (2 hours),,Fox Report Saturday,Hannity,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-08-28,Sunday,MediaBuzz,America's Election HQ,Fox Report Sunday,Hannity,Justice With Judge Jeanine,Fox and Friends Sunday
2016-08-29,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-30,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-08-31,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-09-01,Thursday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-09-02,Friday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-09-03,Saturday,America's Election HQ (2 hours),,Fox Report Saturday,Watters World,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-09-04,Sunday,MediaBuzz,America's Election HQ,Fox Report Sunday,,Justice With Judge Jeanine,Fox News Sunday With Chris Wallace
2016-09-05,Monday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,Watters World,The Kelly File,Hannity
2016-09-06,Tuesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-09-07,Wednesday,The Five,Special Report With Bret Baier,On the Record With Greta Van Susteren,The O'Reilly Factor,The Kelly File,Hannity
2016-09-08,Thursday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-09,Friday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-10,Saturday,,America's Election HQ,Fox Report Saturday,The O'Reilly Factor,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-09-11,Sunday,MediaBuzz,America's Election HQ,Fox Report Sunday,Special Report With Bret Baier,Fox News Reporting,Fox News Sunday With Chris Wallace
2016-09-12,Monday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-13,Tuesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-14,Wednesday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-15,Thursday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-16,Friday,The Five,Special Report With Bret Baier,On the Record With Brit Hume,The O'Reilly Factor,The Kelly File,Hannity
2016-09-17,Saturday,Kennedy,America's News HQ,Fox Report Saturday,Stossel,Justice With Judge Jeanine,The Greg Gutfeld Show
2016-09-18,Sunday,Perino & Stirewalt: I'll Tell You What,Fox News Sunday With Chris Wallace,Fox Report Sunday,America's Election Headquarters,On the Record With Brit Hume,The Greg Gutfeld Show
